BOARDID;TRADEDATE;SHORTNAME;SECID;NUMTRADES;VALUE;LOW;HIGH;CLOSE;LEGALCLOSEPRICE;ACCINT;WAPRICE;YIELDCLOSE;OPEN;VOLUME;MARKETPRICE2;MARKETPRICE3;ADMITTEDQUOTE;MP2VALTRD;MARKETPRICE3TRADESVALUE;ADMITTEDVALUE;MATDATE;DURATION;YIELDATWAP;IRICPICLOSE;BEICLOSE;COUPONPERCENT;COUPONVALUE;BUYBACKDATE;LASTTRADEDATE;FACEVALUE;CURRENCYID;CBRCLOSE;YIELDTOOFFER;YIELDLASTCOUPON;OFFERDATE;FACEUNIT;TRADINGSESSION
TQIR;2021-08-25;МясничБОП3;RU000A1006B5;98;1414149.26;102.7;104.09;103.16;103.7;7.86;103.11;11.27;103.7;1548;103.11;103.11;103.7;1414149.26;1414149.26;1414149.26;2024-02-17;414.0;11.32;;;13.5;9.83;;2021-08-25;886.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ПионЛизБП2;RU000A1006C3;182;2226703.1;99.0;100.31;99.99;99.99;7.73;99.85;13.52;99.52;2230;99.85;99.85;99.99;2226703.1;2226703.1;2226703.1;2029-01-21;1749.0;13.56;;;11.75;9.66;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Мегафон1P6;RU000A1006G4;0;0.0;;;;104.77;39.75;;6.94;;0;;104.46;104.77;0.0;1004911.9;0.0;2024-03-11;823.0;;;;8.9;44.38;;2021-08-24;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Мегафон2P1;RU000A1006H2;0;0.0;;;;;39.75;;;;0;;;;0.0;0.0;0.0;2024-03-11;;;;;8.9;44.38;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС72;RU000A1006R1;0;0.0;;;;125.7;;;;;0;;123.75;125.7;0.0;8570001.0;0.0;2022-09-28;;;;;1.35;47.6;;2021-08-24;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;RUS-35;RU000A1006S9;0;0.0;;;;119.75;307987.1725;;;;0;;;119.75;0.0;0.0;0.0;2035-03-28;;;;;5.1;5100.0;;;200000.0;SUR;;;;;USD;3
TQOD;2021-08-25;RUS-35;RU000A1006S9;0;0.0;;;;119.75;4165.0;;3.27;;0;;;119.75;0.0;0.0;0.0;2035-03-28;;;;;5.1;5100.0;;2021-06-30;200000.0;USD;;;;;USD;3
TQCB;2021-08-25;СГБ 01;RU000A1006X9;0;0.0;;;;;419178.08;;;;0;;;;0.0;0.0;0.0;;;;;;10.0;1002739.73;2022-03-26;;10000000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СГБ 02;RU000A1006Y7;0;0.0;;;;;419178.08;;;;0;;;;0.0;0.0;0.0;;;;;;10.0;1002739.73;2022-03-26;;10000000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СГБ 03;RU000A1006Z4;0;0.0;;;;;419178.08;;;;0;;;;0.0;0.0;0.0;;;;;;10.0;1002739.73;2022-03-26;;10000000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;БрайтФ БП1;RU000A100725;6;121970.0;99.8;100.0;99.8;99.8;17.84;99.98;13.7;100.0;122;;99.92;99.8;0.0;595544.1;0.0;2029-03-15;29.0;11.11;;;10.5;26.18;2021-09-23;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;АВТОБФ БП2;RU000A100733;6;107569.0;96.9;97.0;97.0;97.0;30.79;96.91;8.76;96.9;111;;96.86;97.0;0.0;500758.8;0.0;2024-03-19;844.0;8.8;;;7.25;36.15;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Лента Б1P2;RU000A100782;20;46785.5;100.65;103.98;100.79;100.79;36.5;101.71;7.33;103.98;46;;100.71;100.79;0.0;795623.5;0.0;2029-03-14;203.0;5.64;;;8.65;43.13;2022-03-23;2021-08-25;1000.0;SUR;;7.1246;;2022-03-28;RUB;3
TQCB;2021-08-25;ТРИНФ Х Б1;RU000A100790;0;0.0;;;;100.9;42.19;;9.82;;0;;;100.9;0.0;0.0;0.0;2024-03-20;;;;;10.0;49.86;;2021-08-17;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС71;RU000A1007C1;0;0.0;;;;100.0;;;;;0;;99.09;100.0;0.0;1034538.3;0.0;2022-04-28;;;;;0.01;0.3;;2021-08-18;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ГПБ 1P-07P;RU000A1007E7;0;0.0;;;;;37.69;;;;0;;;;0.0;0.0;0.0;2023-03-26;;;;;9.05;45.62;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Славнеф1Р2;RU000A1007H0;2;2036.0;101.8;101.8;101.8;101.8;14.69;101.8;7.64;101.8;2;101.8;101.81;101.8;2142947.0;789007.0;2142947.0;2029-03-15;536.0;7.64;;;8.65;21.57;2023-03-23;2021-08-25;1000.0;SUR;;7.5576;;2023-03-28;RUB;3
TQCB;2021-08-25;АВНГРДБ1P2;RU000A1007Q1;0;0.0;;;;100.0;;;;;0;;;100.0;0.0;0.0;0.0;2029-02-28;;;;;0.01;0.01;;2021-08-19;1000.0;SUR;;;;2021-10-05;RUB;3
TQCB;2021-08-25;СберИОС74;RU000A1007T5;0;0.0;;;;117.6;;;;;0;121.19;121.11;117.6;14177036.0;11774244.0;14177036.0;2022-10-12;;;;;0.73;25.72;;2021-08-19;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;АРАГОН БП1;RU000A1007U3;0;0.0;;;;101.0;13.79;;6.63;;0;;;101.0;0.0;0.0;0.0;2029-03-16;;;;;8.25;20.57;2022-03-25;2021-07-06;1000.0;SUR;;;;2024-03-27;RUB;3
TQCB;2021-08-25;КАМАЗ БОП2;RU000A1007V1;37;2209727.87;100.69;100.83;100.7;100.7;4.97;100.7;7.71;100.83;6454;100.7;100.7;100.7;2209727.87;2209727.87;2209727.87;2022-03-25;206.0;7.71;;;8.75;7.42;;2021-08-25;340.0;SUR;;;;;RUB;3
TQCB;2021-08-25;РЖД 1Р-13R;RU000A1007Z2;10;132165.6;109.5;111.14;109.5;109.94;37.15;110.14;7.57;111.14;120;;110.55;109.94;0.0;539496.7;0.0;2029-03-19;2025.0;7.46;;;9.1;45.38;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Энел 1P-2R;RU000A100824;0;0.0;;;;;7.3;;;;0;;;;0.0;0.0;0.0;2022-12-14;;;;;8.6;39.82;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ГПБ 1P-08P;RU000A100832;0;0.0;;;;;35.55;;;;0;;;;0.0;0.0;0.0;2023-04-02;;;;;8.95;44.87;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Энел 1P-3R;RU000A100840;0;0.0;;;;102.7;33.53;;-15.28;;0;;;102.7;0.0;0.0;0.0;2021-10-03;;;;;8.5;42.62;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Ростел1P5R;RU000A100881;0;0.0;;;;100.7;34.03;;7.33;;0;100.77;100.76;100.7;782989874.9;53996122.6;782989874.9;2029-03-21;210.0;;;;8.45;42.13;2022-03-30;2021-08-24;1000.0;SUR;;;;2022-04-04;RUB;3
TQCB;2021-08-25;СберИОС73;RU000A1008A3;1;553280.0;123.5;123.5;123.5;123.5;;123.5;;123.5;448;;122.8;123.5;0.0;7290681.0;0.0;2022-10-12;;;;;1.35;47.6;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Тинькофф2R;RU000A1008B1;114;11298561.2;100.64;100.82;100.8;100.74;37.25;100.68;7.97;100.82;11222;100.68;100.68;100.74;11298561.2;11298561.2;11298561.2;2029-03-21;209.0;8.19;;;9.25;46.12;2022-03-30;2021-08-25;1000.0;SUR;;7.7526;;2022-04-04;RUB;3
TQCB;2021-08-25;РЖД 1Р-14R;RU000A1008D7;46;534118.9;110.07;111.31;110.39;110.4;25.68;110.36;7.44;111.31;484;110.36;110.36;110.4;534118.9;534118.9;534118.9;2029-05-04;2072.0;7.45;;;9.1;45.38;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Систем1P10;RU000A1008J4;71;1450939.7;102.0;102.42;102.1;102.1;39.33;102.11;8.0;102.42;1421;102.11;102.11;102.1;1450939.7;1450939.7;1450939.7;2029-03-23;376.0;7.99;;;9.9;49.36;2022-09-30;2021-08-25;1000.0;SUR;;7.885;;2022-10-05;RUB;3
TQCB;2021-08-25;СеверстБ07;RU000A1008L0;0;0.0;;;;;34.36;;;;0;;;;0.0;0.0;0.0;2029-03-23;;;;;8.65;43.13;2026-03-27;;1000.0;SUR;;;;2026-03-31;RUB;3
TQCB;2021-08-25;Роснфт2P6;RU000A1008P1;3;46289.0;102.31;103.35;103.35;103.35;12.87;102.86;7.47;102.9;45;;102.52;103.35;0.0;500292.0;0.0;2029-03-23;849.0;7.69;;;8.7;21.69;2024-03-29;2021-08-25;1000.0;SUR;;7.4237;;2024-04-03;RUB;3
TQCB;2021-08-25;Роснфт2P7;RU000A1008Q9;0;0.0;;;;;12.87;;;;0;;;;0.0;0.0;0.0;2029-03-23;;;;;8.7;21.69;2024-03-29;;1000.0;SUR;;;;2024-04-03;RUB;3
TQCB;2021-08-25;iРОСНАНО 8;RU000A1008V9;62;692806.1;103.03;103.44;103.4;103.4;33.3;103.25;-19.79;103.44;671;103.25;103.25;103.4;692806.1;692806.1;692806.1;2028-03-27;40.0;-18.73;;;8.56;42.68;2021-10-04;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СеверстБ06;RU000A1008W7;61;364826.7;103.0;103.5;103.29;103.29;33.42;103.06;7.37;103.5;354;;103.1;103.29;0.0;504161.3;0.0;2029-03-27;846.0;7.47;;;8.65;43.13;2024-04-02;2021-08-25;1000.0;SUR;;7.3429;;2024-04-04;RUB;3
TQCB;2021-08-25;ПочтаРБ1P7;RU000A1008Y3;0;0.0;;;;100.71;32.64;;7.34;;0;;100.98;100.71;0.0;2849789.9;0.0;2029-03-27;216.0;;;;8.45;42.13;2022-04-05;2021-08-24;1000.0;SUR;;;;2022-04-08;RUB;3
TQCB;2021-08-25;ЕврХимБ1Р3;RU000A1008Z0;5;8079.7;100.99;101.0;101.0;101.0;32.33;101.0;6.97;100.99;8;100.75;100.75;101.0;668963.6;666953.2;668963.6;2022-04-09;220.0;6.97;;;8.55;42.87;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС77;RU000A100931;1;1950.2;97.51;97.51;97.51;97.51;;97.51;;97.51;2;98.01;98.01;97.51;2165911.7;2165911.7;2165911.7;2022-05-13;;;;;0.01;0.3;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Мегафон2P2;RU000A1009A1;0;0.0;;;;;32.92;;;;0;;;;0.0;0.0;0.0;2026-04-06;;;;;8.9;44.38;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ДетМир БО7;RU000A1009B9;106;208196.5;101.11;101.72;101.65;101.65;32.92;101.56;6.24;101.72;205;;101.44;101.65;0.0;510253.3;0.0;2026-04-06;221.0;6.39;;;8.9;44.38;2022-04-11;2021-08-25;1000.0;SUR;;6.1602;;2022-04-13;RUB;3
TQCB;2021-08-25;РЖД 1Р-15R;RU000A1009L8;0;0.0;;;;106.35;10.13;;7.62;;0;106.43;106.43;106.35;550253.1;550253.1;550253.1;2027-04-07;1639.0;;;;8.8;21.94;;2021-08-17;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ТрансмхПБ3;RU000A1009M6;0;0.0;;;;100.97;31.34;;7.1;;0;;101.01;100.97;0.0;521200.6;0.0;2022-04-13;224.0;;;;8.6;42.88;;2021-08-24;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;О'КЕЙ Б1Р2;RU000A1009Z8;58;766897.2;100.68;101.08;100.89;100.89;10.25;100.77;8.13;100.68;761;100.77;100.77;100.89;766897.2;766897.2;766897.2;2029-04-06;227.0;8.33;;;9.35;23.31;2022-04-15;2021-08-25;1000.0;SUR;;7.9217;;2022-04-20;RUB;3
TQCB;2021-08-25;БКЕ БО 1P2;RU000A100A33;72;20237556.4;100.67;101.1;100.85;100.85;29.05;100.67;7.31;101.01;20102;100.67;100.67;100.85;20237556.4;20237556.4;20237556.4;2022-04-23;234.0;7.6;;;8.55;42.87;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ЭлемЛиз1P2;RU000A100A41;6;4162.74;100.38;101.35;100.46;100.46;4.19;100.55;9.35;101.35;10;;100.82;100.46;0.0;538001.71;0.0;2022-04-19;143.0;9.1;;;10.25;10.58;;2021-08-25;414.0;SUR;;;;;RUB;3
TQCB;2021-08-25;МТС 1P-08;RU000A100A58;40;924967.5;101.2;101.94;101.88;101.88;8.52;101.31;6.84;101.94;913;101.31;101.31;101.88;924967.5;924967.5;924967.5;2022-10-17;400.0;7.39;;;8.4;20.94;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;МТС 1P-09;RU000A100A66;30;1445309.1;103.05;106.0;104.0;104.0;8.72;103.53;7.36;106.0;1396;103.53;103.53;104.0;1445309.1;1445309.1;1445309.1;2024-10-14;1011.0;7.53;;;8.6;21.44;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;РН БАНК1Р5;RU000A100A90;5;6436261.7;100.85;100.9;100.9;100.9;29.99;100.9;7.59;100.85;6379;100.9;100.9;100.9;6598719.8;6543293.8;6598719.8;2022-04-25;235.0;7.59;;;8.9;44.62;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ТАЛАНФБ1P1;RU000A100AA4;43;155359.35;102.73;103.3;103.16;103.16;6.99;103.23;10.3;103.27;301;;103.13;103.16;0.0;508413.85;0.0;2022-04-21;229.0;10.18;;;15.0;18.7;;2021-08-25;500.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ИКС5Фин1P5;RU000A100AB2;2;14079.9;100.55;100.84;100.84;100.57;29.4;100.57;7.2;100.55;14;100.79;100.79;100.57;3053066.9;3044997.4;3053066.9;2034-04-04;230.0;7.64;;;8.45;42.13;2022-04-19;2021-08-25;1000.0;SUR;;7.0776;;2022-04-22;RUB;3
TQCB;2021-08-25;РСетиМР1P1;RU000A100AD8;2;4053.1;100.81;101.5;101.5;101.5;29.4;101.33;7.17;100.81;4;101.32;101.32;101.5;81914346.0;81404555.5;81914346.0;2022-10-18;397.0;7.33;;;8.45;42.13;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ГПБ001P09P;RU000A100AF3;15;1465962.3;100.93;101.05;100.98;100.98;29.56;100.96;7.25;101.05;1452;100.96;100.96;100.98;1465962.3;1465962.3;1465962.3;2022-04-23;233.0;7.28;;;8.7;43.62;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС81;RU000A100AK3;0;0.0;;;;119.3;;;;;0;;124.31;119.3;0.0;11983669.7;0.0;2022-11-09;;;;;0.88;31.02;;2021-08-02;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;МОЭК БО1P2;RU000A100AN7;2;2974.6;99.1;99.18;99.1;99.1;24.51;99.15;7.83;99.18;3;;100.98;99.1;0.0;19098661.1;0.0;2025-04-16;565.0;7.8;;;7.1;35.4;2023-04-19;2021-08-25;1000.0;SUR;;7.7543;;2023-04-24;RUB;3
TQCB;2021-08-25;ХКФинБ1P3;RU000A100AP2;45;2032376.6;100.1;102.0;100.56;100.11;9.32;100.12;9.41;102.0;2030;100.12;100.12;100.11;2032376.6;2032376.6;2032376.6;2022-04-21;232.0;10.16;;;10.0;24.93;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ТКХ БО-П03;RU000A100AZ1;50;115133.6;100.49;101.27;101.26;101.26;33.12;100.99;7.86;100.62;114;;101.19;101.26;0.0;500891.0;0.0;2029-04-13;232.0;8.3;;;9.75;48.62;2022-04-22;2021-08-25;1000.0;SUR;;7.6671;;2022-04-27;RUB;3
TQCB;2021-08-25;СберИОС83;RU000A100B57;2;97782.0;113.7;113.7;113.7;113.7;;113.7;;113.7;86;113.4;113.12;113.7;4850166.0;3033780.6;4850166.0;2022-05-30;;;;;0.01;0.3;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;МЕТАЛИНБ09;RU000A100B73;0;0.0;;;;100.02;29.34;;9.04;;0;;;100.02;0.0;0.0;0.0;2029-04-16;;;;;8.85;44.13;2026-04-20;;1000.0;SUR;;;;2026-04-23;RUB;3
TQCB;2021-08-25;РУСАБрБ1P1;RU000A100BB0;15;1058463.0;100.58;100.73;100.71;100.71;29.84;100.71;8.01;100.68;1051;100.71;100.71;100.71;1058463.0;1058463.0;1058463.0;2029-04-16;235.0;8.01;;;9.0;44.88;2022-04-25;2021-08-25;1000.0;SUR;;7.9067;;2022-04-27;RUB;3
TQCB;2021-08-25;ВЭБ 1P-16;RU000A100BM7;14;4036930.3;100.99;101.92;101.0;101.0;28.5;101.0;7.21;101.92;3997;101.0;101.0;101.0;4036930.3;4036930.3;4036930.3;2022-04-26;237.0;7.21;;;8.67;43.23;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС86;RU000A100BP0;0;0.0;;;;119.6;;;;;0;;120.6;119.6;0.0;7859208.0;0.0;2022-11-07;;;;;1.35;47.6;;2021-08-20;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС79;RU000A100BR6;0;0.0;;;;121.4;;;;;0;;119.75;121.4;0.0;7699648.0;0.0;2022-11-14;;;;;1.35;47.6;;2021-08-20;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-25;ОАЭ  БО-П3;RU000A100CG7;91;657740.7;104.4;105.09;104.62;104.59;8.29;104.57;11.69;105.09;629;104.57;104.57;104.59;657740.7;657740.7;657740.7;2024-05-22;629.0;11.72;;;13.75;11.68;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Якут-12 об;RU000A100CN3;4;113049.2;102.7;102.78;102.7;102.71;1.65;102.9;7.74;102.78;110;;103.8;102.71;0.0;76056893.8;0.0;2026-05-13;935.0;7.66;;;8.59;21.42;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-25;АйДиЭфБ01;RU000A100CT0;70;868836.4;100.5;100.85;100.72;100.72;2.1;100.68;12.22;100.85;863;100.68;100.68;100.72;868836.4;868836.4;868836.4;2022-05-19;259.0;12.29;;;12.75;31.79;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Беларусь03;RU000A100D30;143;3749073.4;100.3;100.54;100.31;100.35;4.98;100.35;8.46;100.54;3736;100.35;100.35;100.35;3749073.4;3749073.4;3749073.4;2022-08-03;335.0;8.41;;;8.65;43.13;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Беларусь04;RU000A100D63;136;4619305.1;100.27;100.49;100.34;100.29;4.98;100.31;8.43;100.49;4605;100.31;100.31;100.29;4619305.1;4619305.1;4619305.1;2022-08-03;335.0;8.46;;;8.65;43.13;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;Беларусь07;RU000A100D89;634;11071908.6;98.98;99.39;99.15;99.15;25.85;99.12;8.96;99.39;11170;99.12;99.12;99.15;11071908.6;11071908.6;11071908.6;2025-05-01;1153.0;8.97;;;8.5;42.38;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-25;МСБЛиз2Р02;RU000A100DC4;42;500139.65;101.61;101.88;101.63;101.64;2.64;101.74;12.04;101.87;715;101.74;101.74;101.64;500139.65;500139.65;500139.65;2024-04-30;450.0;11.94;;;12.75;7.21;;2021-08-25;687.55;SUR;;;;;RUB;3
TQIR;2021-08-25;ЧЗПСНП БП1;RU000A100DF7;67;370244.85;102.14;102.72;102.72;102.71;0.38;102.56;10.26;102.14;722;;102.53;102.71;0.0;561367.45;0.0;2022-05-23;262.0;10.5;;;13.75;17.14;;2021-08-25;500.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ЕвропланБ6;RU000A100DG5;20;25330.88;98.55;99.86;98.77;99.12;14.92;98.95;8.63;98.55;32;;98.82;99.12;0.0;505183.68;0.0;2029-05-15;435.0;8.46;;;7.4;29.52;2022-11-22;2021-08-25;800.0;SUR;;8.5521;;2022-11-25;RUB;3
TQCB;2021-08-25;СберИОС89;RU000A100DL5;0;0.0;;;;118.1;;;;;0;;118.23;118.1;0.0;9633325.0;0.0;2022-12-05;;;;;1.35;47.6;;2021-08-20;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ИА ДОМ 9P2;RU000A100DQ4;0;0.0;;;;105.37;6.53;;;;0;;105.13;105.37;0.0;46547710.93;0.0;2029-04-05;;;;;9.5;11.78;2029-04-05;2021-07-27;491.91;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС91;RU000A100DS0;0;0.0;;;;100.4;;;;;0;;100.89;100.4;0.0;61071495.47;0.0;2024-06-10;;;;;0.62;31.0;;2021-08-13;1000.0;SUR;;;;;USD;3
TQCB;2021-08-25;ГПБ001P10P;RU000A100DX0;0;0.0;;;;;20.25;;;;0;;;;0.0;0.0;0.0;2021-11-29;;;;;8.4;42.35;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СовкомБОП1;RU000A100DZ5;25;704446.5;99.35;99.98;99.45;99.39;16.27;99.36;7.57;99.98;709;99.36;99.36;99.39;704446.5;704446.5;704446.5;2029-05-17;265.0;7.7;;;6.6;16.45;2022-05-26;2021-08-25;1000.0;SUR;;9.8113;;2022-05-31;RUB;3
TQIR;2021-08-25;ТаксФ БП1;RU000A100E70;26;189994.91;102.42;104.79;103.77;103.77;6.16;103.4;7.18;102.42;49;;103.11;103.77;0.0;502677.46;0.0;2022-05-18;171.0;8.01;;;15.0;46.23;;2021-08-25;3750.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ФПК 1P-06;RU000A100E88;5;21410.6;101.95;101.96;101.95;101.95;19.79;101.96;7.32;101.96;21;;101.53;101.95;0.0;1366637.7;0.0;2029-05-21;600.0;7.31;;;8.4;41.88;2023-05-29;2021-08-25;1000.0;SUR;;7.2708;;2023-06-01;RUB;3
TQCB;2021-08-25;СберИОС93;RU000A100EB4;0;0.0;;;;109.0;;;;;0;109.1;109.1;109.0;3666961.2;3665870.1;3666961.2;2022-06-27;;;;;0.01;0.3;;2021-08-23;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС95;RU000A100EC2;1;46900.0;93.8;93.8;93.8;93.8;;93.8;;93.8;50;93.18;93.36;93.8;24468786.5;6299877.0;24468786.5;2024-06-21;;;;;0.01;0.5;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQRD;2021-08-25;КонцесТ 04;RU000A100EM1;0;0.0;;;;;20.02;;;;0;;;;0.0;0.0;0.0;2033-05-01;;;;;8.91;88.86;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ВТБ Б-1-30;RU000A100EN9;1;1322286.9;111.21;111.21;111.21;111.21;;111.21;;111.21;1189;;109.5;111.21;0.0;8072273.6;0.0;2022-06-05;;;;;0.01;0.1;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;РОСНАНО2P1;RU000A100ER0;27;328847.6;100.45;100.6;100.55;100.55;20.94;100.57;7.02;100.46;327;;100.56;100.55;0.0;539018.6;0.0;2021-12-01;98.0;6.95;;;9.1;45.38;;2021-08-25;1000.0;SUR;;;6.7801;;RUB;3
TQCB;2021-08-25;ДОМ 1P-6R;RU000A100ET6;5;4880.0;97.0;99.0;97.0;97.0;12.05;97.6;7.98;97.0;5;;;97.0;0.0;0.0;0.0;2039-05-12;449.0;7.44;;;5.3;26.43;2022-12-01;2021-08-25;1000.0;SUR;;7.876;;2022-12-06;RUB;3
TQCB;2021-08-25;iУОМЗ Б-П1;RU000A100EV2;2;2018.8;100.94;100.94;100.94;100.94;21.38;100.94;8.24;100.94;2;;100.97;100.94;0.0;770378.5;0.0;2029-05-24;273.0;8.24;;;9.4;46.87;2022-06-02;2021-08-25;1000.0;SUR;;8.0722;;2022-06-07;RUB;3
TQCB;2021-08-25;ОткрФКБИО1;RU000A100EW0;0;0.0;;;;92.0;;;;;0;;100.95;92.0;0.0;12059109.4;0.0;2022-06-05;;;;;0.01;0.1;;2021-07-07;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ГазпромКP1;RU000A100EX8;190;10046360.5;100.58;100.74;100.7;100.7;18.17;100.73;7.14;100.74;9974;100.73;100.73;100.7;10046360.5;10046360.5;10046360.5;2022-06-02;274.0;7.09;;;7.99;39.84;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;ГТЛК 1P-14;RU000A100FE5;0;0.0;;;;101.48;18.43;;7.85;;0;101.55;101.42;101.48;47103499.1;1134860.1;47103499.1;2034-05-25;442.0;;;;8.85;22.06;2022-12-08;2021-08-24;1000.0;SUR;;;;2022-12-13;RUB;3
TQCB;2021-08-25;МКБ П01;RU000A100FF2;0;0.0;;;;98.23;9.25;;7.07;;0;;;98.23;0.0;0.0;0.0;2022-06-11;;;;;4.5;45.0;;2021-08-09;1000.0;SUR;;;;2021-09-14;RUB;3
TQCB;2021-08-25;СберИОС100;RU000A100FG0;0;0.0;;;;118.0;;;;;0;;118.87;118.0;0.0;7802653.0;0.0;2022-12-19;;;;;1.35;47.6;;2021-08-16;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;СберИОС90;RU000A100FH8;0;0.0;;;;116.9;;;;;0;;120.2;116.9;0.0;11286745.0;0.0;2022-12-28;;;;;0.88;31.07;;2021-08-06;1000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;КАМАЗ БОП3;RU000A100FR7;39;996507.54;100.5;100.89;100.7;100.65;12.59;100.68;7.7;100.89;1414;100.68;100.68;100.65;996507.54;996507.54;996507.54;2022-06-10;204.0;7.74;;;8.75;15.27;;2021-08-25;700.0;SUR;;;;;RUB;3
TQIR;2021-08-25;Круиз БОП3;RU000A100FY3;3;30767.0;102.02;102.83;102.83;102.83;59.18;102.56;8.51;102.02;3;;102.39;102.83;0.0;501735.0;0.0;2022-06-03;269.0;8.89;;;12.0;98.63;;2021-08-25;10000.0;SUR;;;;;RUB;3
TQIR;2021-08-25;КИСТФ БОП1;RU000A100FZ0;5;92983.0;103.13;103.92;103.92;103.66;78.08;103.31;10.12;103.15;9;;103.83;103.66;0.0;508751.0;0.0;2022-06-02;265.0;11.01;;;15.0;123.29;;2021-08-25;10000.0;SUR;;;;;RUB;3
TQCB;2021-08-25;БКЕ БО 1P3;RU000A100G03;36;775624.9;101.16;101.4;101.23;101.26;15.65;101.25;7.79;101.16;765;101.39;101.39;101.26;775624.9;775624.9;775624.9;2023-06-18;619.0;7.78;;;8.4;42.12;;2021-08-25;1000.0;SUR;;;;;RUB;3
TQIR;2021-08-25;МигКр 01МС;RU000A100GK0;108;421338.56;104.2;105.55;105.19;105.19;0.88;104.86;4.15;105.55;1203;;104.91;105.19;0.0;501784.14;0.0;2022-06-19;158.0;4.92;;;16.0;4.54;;2021-08-25;334.0;SUR;;;;;RUB;3
TQCB;2021-08-25;АЛЬФА-БС01;RU000A100GW5;1;10800000.0;108.0;108.0;108.0;108.0;199589.04;108.0;9.04;108.0;1;;107.37;108.0;0.0;107370000.0;0.0;;947.0;9.04;;;11.75;292945.21;2024-09-19;2021-08-25;10000000.0;SUR;;;;;RUB;3
